,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255
Mountain,-0.08120434,-0.13902925,0.08865379,0.11562092,0.0055565527,-0.12634756,0.043525558,-0.20741744,-0.24601379,-0.18859528,0.07922982,0.05699507,-0.23699436,-0.07872822,0.09830552,0.034202877,0.15421969,-0.073523484,0.11558568,-0.21475476,0.28470203,-0.03653778,-0.088873714,-0.07116026,0.1545545,0.00014279451,-0.1894325,0.054458354,-0.02747599,-0.11943818,-0.14204797,-0.17763698,-0.05553046,0.02067556,0.14826117,0.09147272,-0.0837929,0.05292766,0.050505795,0.034862295,-0.14831688,-0.1409203,0.13701904,0.08757011,0.002850386,-0.03113626,0.027926853,-0.03295555,-0.0133654,0.13094541,-0.07650886,-0.056585614,-0.044636946,0.057343766,-0.100793,-0.15316832,-0.0418621,0.087532096,-0.18961628,0.061832618,-0.007698541,-0.04768264,0.13834658,-0.12754056,-0.0015577585,0.08592223,-0.037352215,0.04352286,-0.12920186,0.14044103,-0.05614803,-0.049881686,0.064040504,-0.041311476,0.15896842,-0.21537052,0.038392123,0.060580343,0.07091359,0.14749992,-0.13531874,-0.049508177,0.0651635,-0.0775573,0.08317608,0.11273012,0.131213,-0.08630945,-0.057813894,0.055724435,0.04204774,-0.036268387,0.0058552683,-0.06377314,-0.12221459,0.057533756,-0.21940532,0.059521575,-0.1661805,0.0063716327,-0.1016895,-0.11823993,-0.20157607,0.071637966,0.36656737,-0.04916748,0.23319684,0.03974324,0.10829827,-0.07055512,-0.050029222,-0.04639752,0.046929084,-0.18457374,-0.022349099,-0.05203058,0.05025261,-0.20958026,-0.03708917,0.02322893,0.2752763,0.06548212,0.08174897,-0.16874143,0.09059888,-0.001744908,0.018039914,0.20321985,-0.10015795,-0.12773232,0.08520537,-0.2603848,0.23463795,0.11533022,0.046081554,-0.004230995,-0.12010043,-0.2136368,0.0081444215,-0.054511964,0.14979818,-0.02527263,0.012653452,0.0072071366,-0.044240326,-0.12454511,-0.13343112,-0.01708061,0.1435894,0.0015026566,0.12736799,-0.070346594,0.08472906,-0.047555592,-0.005162672,-0.123574995,-0.06934225,0.048986256,0.08213962,0.07463814,-0.06208072,0.077549644,0.08178637,0.046602625,-0.13724127,0.020524744,0.07812279,-0.09582073,0.19330241,-0.0075240266,-0.050454244,0.005519893,0.10434875,0.16219473,0.07374886,0.06392855,0.02381254,0.14726081,-0.09925387,0.088210836,-0.053411298,-0.011957804,-0.19967856,-0.09224315,-0.013889328,-0.08850829,0.08640572,-0.08658665,-0.03519524,0.009719151,0.12063637,0.20734276,-0.06271625,-0.025040755,0.04716853,0.029853063,0.045943886,-0.029021252,-0.07793754,-0.008854166,-0.04525712,-0.027421234,-0.00360623,-0.05908699,-0.01566518,0.06631325,0.03674955,0.008641973,-0.14121135,0.21485537,0.15253809,0.13113481,-0.038309224,0.11710812,-0.10470114,-0.081626244,-0.11175759,-0.09287184,-0.014855966,0.109835535,-0.009710318,-0.09274443,-0.040771347,0.14015938,-0.09180444,0.015734512,-0.017983723,0.0146119185,0.07582902,0.008684842,-0.046303045,-0.015751662,-0.12830149,-0.050933924,-0.101292886,0.055335756,0.00928302,-0.01543929,-0.072472654,-0.062998205,-0.06056922,-0.11580659,-0.031514846,-0.02480841,0.24088813,0.05222353,0.13068724,-0.16635036,-0.05838191,0.05514744,-0.05722971,-0.16012803,-0.06904288,-0.041731134,0.197723,0.17904623
Plains,0.0010815447,-0.03379581,0.046883628,-0.0056834957,0.051137283,-0.18821877,0.049434703,-0.15318644,-0.22323811,0.006853684,0.114390925,0.109746225,-0.20714033,-0.06792856,0.046744924,-0.065863736,0.0779142,0.10066171,0.2241295,0.028708473,0.41809177,-0.014588465,0.012932093,-0.07383525,-0.03094772,-0.013675199,-0.2844079,0.0018479776,-0.0845926,-0.13904704,-0.10197869,-0.1547288,-0.07523161,0.02733041,-0.02643788,0.039089184,0.04022999,-0.13586132,0.1492991,-0.09755555,0.051907454,0.05520356,0.096239716,0.019888543,0.012166437,0.04037367,0.15381685,0.012632876,0.080038816,-0.01782221,0.04696466,-0.114063054,-0.08572316,-0.11969516,0.034162164,0.11004339,-0.10557884,-0.0937489,-0.18605126,0.04787526,-0.0029539082,-0.044792823,-0.12336759,0.047180783,-0.19205327,0.0014792111,0.09525034,0.1702722,-0.08046592,0.022137055,-0.115923285,0.05366557,0.08349495,0.045848157,0.023391766,-0.1690666,-0.06370258,-0.032600824,0.17226933,0.16180728,-0.030874928,0.006222921,-0.04511728,-0.015765546,-0.035928853,-0.018035427,0.096517965,-0.016614586,0.07912591,0.020520411,-0.10095521,0.01727186,-0.09953182,-0.115908995,-0.024955796,0.054562557,0.10640333,0.0030047838,-0.024407243,0.093753144,0.0467905,-0.11807587,0.008748526,-0.100077316,0.07320833,0.08916087,0.09583387,-0.07664377,0.051646832,-0.036511462,0.00030609037,0.049756233,0.001795246,-0.060461372,-0.082859956,-0.06535679,-0.030145556,-0.10826725,-0.01121546,-0.08753842,0.04627758,0.06909035,-0.1767868,-0.09526527,-0.18638334,0.045124553,-0.030084416,-0.060096543,-0.008768818,-0.13324153,0.030480618,-0.10902047,0.10178882,0.12842795,-0.061946157,-0.023882706,-0.14199342,-0.03912654,0.091658846,0.051919524,0.047442347,-0.031509656,-0.112798214,-0.03386096,-0.026611965,2.6219031e-05,-0.2337574,0.008371624,0.017648712,-0.12820198,0.09834778,0.22518612,0.15099612,0.02837118,0.04645869,-0.09105073,-0.16127461,0.066327184,-0.050236803,-0.078702144,0.013911384,0.10840194,0.112531394,-0.01243108,-0.09116469,-0.08083971,0.07612616,0.037474547,0.044586036,-0.097193785,0.010149778,0.05770154,-0.0012901245,-0.076570086,0.14618693,0.072704755,-0.013528509,0.042049978,0.0021004272,-0.058700543,-0.006648852,0.10286459,-0.051991936,-0.13248283,-0.04265874,-0.16500416,-0.008751079,0.17724197,-0.03041817,0.0086507425,0.0582897,0.27429962,-0.10133703,-0.05740597,-0.007637212,0.20290136,0.0077678985,0.120555535,0.009814012,-0.058475174,-0.08235298,-0.031733837,-0.10671918,-0.07352596,0.024459865,0.11983266,0.011927461,-0.043112136,0.06596024,-0.04380004,0.19227971,0.06874112,-0.042079825,0.029579433,-0.14011535,-0.021422597,-0.059088055,0.035380535,0.13728262,0.09923358,-0.08546826,-0.010590304,0.07680436,0.0391126,-0.053967178,0.024669975,-0.05168623,0.088518016,0.007824521,-0.1369402,0.06358066,0.028173078,-0.04010603,-0.06943254,0.10901342,0.010738376,0.024732457,0.017263168,-0.075289965,-0.11311078,-0.0459879,-0.08195487,0.097784705,-0.017322686,0.09704062,-0.11790856,0.007696103,-0.08726218,0.03199023,0.031017253,0.0871829,0.020406647,-0.040731754,0.13964364,0.14094111,0.08994504
Forest,-0.06397705,-0.006163032,-0.10758096,0.04168725,0.099043496,-0.034803808,0.021156533,-0.093167186,-0.060860187,-0.097896434,0.053909108,0.07580757,-0.027978156,-0.014253425,-0.004689836,0.06387504,0.07635854,0.005775973,-0.06515147,-0.16237538,0.056634165,-0.012583829,-0.009595141,0.01546682,0.2579998,0.019152233,-0.11771565,0.15063725,0.018214315,-0.05852446,-0.07252441,-0.110579126,0.11994002,0.08534511,0.12873152,0.055422623,-0.124642044,-0.03664157,0.05614462,0.089214705,-0.034894727,-0.07412978,0.21170971,-0.0018323581,0.060176924,-0.25338,0.10426433,-0.1713485,0.016529758,0.09347007,-0.049222626,-0.020459283,-0.019543383,0.16460796,-0.08872084,-0.084938064,-0.012432294,0.02433176,0.0054570134,0.11178169,0.13200079,-0.16430515,0.085003965,-0.07563703,-0.13892806,-0.051887337,-0.04933419,0.07635664,-0.12377274,0.13067487,-0.039635614,-0.12707427,-0.02779968,0.0401425,0.09119061,-0.022392003,0.10611382,0.13675489,0.07168985,0.018836584,-0.018903242,-0.07348664,0.08690366,-0.078625746,0.15194234,-0.042860642,0.050187748,-0.09222458,-0.036264013,0.08734523,0.1384957,-0.024070092,-0.10404773,-0.056840226,-0.03459597,-0.11319725,-0.035248082,0.04889902,-0.05867375,0.008208317,-0.010976869,0.03865081,-0.18121383,0.06647063,0.2572801,0.049639225,0.025458034,0.05472799,0.079287425,-0.040169816,-0.05060313,-0.06522921,0.07015325,-0.091723755,-0.011342363,0.06623293,-0.004747245,-0.2085271,0.10853423,0.080752544,0.15520163,0.1656614,0.034007605,-0.043908466,0.013258924,0.031299714,-0.00061609095,-0.108118735,-0.026526649,-0.05973704,0.12607406,-0.17970507,0.2958365,0.17549017,-0.04420516,0.05072185,0.026405636,-0.102127835,0.056539964,-0.040806726,0.038887694,0.02697951,0.04434391,0.056914974,-0.07574542,0.0054483553,-0.011250269,-0.025374372,0.08010771,-0.12453125,0.33208206,0.0825264,0.112239204,-0.057288658,-0.014721123,-0.2712705,-0.04950717,0.048090637,0.1192296,0.074353,-0.054736514,0.034454312,0.062183604,-0.07315167,0.008420016,-0.09722656,0.06698652,-0.08430465,0.053308703,0.024919515,0.060911383,-0.0042850035,0.011238393,0.103508666,-0.029310696,0.006656292,-0.013446203,0.104508676,-0.06721749,0.026560418,-0.04326694,-0.07519557,-0.11931703,-0.014028107,-0.014074582,-0.012606067,0.11643172,-0.19028424,-0.05437576,-0.12038769,0.14747374,0.4680522,0.0027093806,0.12052505,-0.068075225,-0.07995975,0.06422783,0.010335959,-0.003033045,0.11375765,-0.20913576,-0.049901668,-0.071944505,0.05104478,0.091876335,0.08286035,0.045899678,-0.024207769,-0.08272458,0.0018611096,0.010371834,-0.058379173,-0.15305915,0.017463554,-0.12349832,0.16783926,-0.11046237,-0.010419908,0.06782696,0.055706568,-0.22072423,-0.099021524,-0.10096071,0.04672022,-0.14149708,-0.1496215,-0.0024812876,-0.052020192,0.14381826,-0.09913565,-0.025144855,-0.08753755,0.037400432,-0.08176016,0.10208891,0.15840143,-0.0036089798,-0.20477608,0.005333189,-0.08982458,-0.01766611,-0.117460094,0.033586055,-0.09864351,-0.047804486,-0.061330255,0.109101556,0.038712695,-0.04024628,0.048439372,-0.011758941,-0.10852453,-0.016758392,0.10956345,0.21946615,0.069042064
Swamp,0.10014276,0.10604006,-0.013842349,-0.003367434,0.020625953,-0.12198031,0.041493453,-0.050831165,-0.08420006,-0.09791804,0.007844537,-0.0054169963,-0.03764546,-0.02906025,-0.030744689,0.015784815,-0.009667743,0.097333275,0.13032955,-0.15091214,0.20035449,-0.04429604,0.054851286,0.022864426,0.0027577134,0.07494159,-0.049426362,0.015276486,-0.016756965,0.025045998,0.036806185,-0.13188222,-0.03044888,-0.092427574,0.09600133,-0.0041656857,-0.0048945476,-0.09786047,0.011762152,-0.103281856,0.14894627,0.01659507,-0.02025205,-0.01883498,-0.14114003,-0.1582318,0.031139964,-0.05400295,0.039162725,-0.06235919,0.029608976,0.059470378,-0.11785109,-0.029333523,0.20906341,-0.066392,-0.085893214,0.033064388,-0.038228992,-0.004240718,0.03094468,0.032504126,-0.04735913,-0.11765093,-0.08898282,0.021861224,-0.09962575,-0.10982352,0.024039807,-0.04809685,0.012827861,0.077902965,0.121908,0.012084577,0.10163812,0.08032583,0.06550327,0.10629048,0.039712965,-0.12115781,0.043130822,0.1492622,0.062659144,-0.08373592,0.023129009,-0.12572566,-0.050580002,0.09186633,-0.004886685,0.019105613,-0.15975283,0.090971604,-0.049868792,-0.023107216,-0.052705873,-0.025812518,-0.049697906,-0.030038817,-0.09215405,0.14814849,-0.0161328,-0.023517659,0.045352012,0.10883601,0.008173873,0.03605781,-0.101880156,0.0024088067,0.1055478,-0.07284263,-0.027986972,-0.029762065,-0.06003438,-0.011095634,-0.09594554,0.1703975,0.14036581,-0.101651035,-0.023146885,0.108267926,0.13843986,0.17881238,-0.095573016,-0.01847204,-0.018067542,0.020717021,-0.08516486,0.030446887,-0.031229235,-0.020609112,0.053555377,-0.11924451,0.18564016,0.08850121,0.0027328057,-0.033757783,0.062235083,0.059739046,-0.015455942,0.13839623,-0.017770236,-0.06411948,-0.21613792,-0.035292204,-0.009191756,0.086976245,-0.1054824,-0.082952805,-0.009856369,-0.088050455,0.09542576,0.082699195,0.17643666,-0.06614309,0.116454236,-0.025136257,-0.14332454,0.057326972,-0.09603445,0.020489352,0.06413164,-0.01514499,0.023915935,-0.0028599638,0.015081527,-0.0067006564,-0.0014950626,-0.1520036,-0.026962705,-0.07813298,0.117300086,-0.022332331,0.014702362,-0.034665372,0.12776048,-0.028407218,-0.105724595,-0.0024629952,-0.11807472,0.03168644,-0.15102333,0.0050018583,-0.07403424,-0.08219418,0.010554662,0.013158449,0.09682861,-0.012680749,0.102125466,0.05458163,0.09873487,0.16973081,-0.08102273,0.068311185,0.011748819,-0.0807527,-0.04459744,0.01077771,-0.008287247,0.14650983,0.00093502796,0.07819802,0.100299925,-0.1245664,-0.12320162,0.06532197,0.17925484,-0.03228886,-0.0649155,-0.03083057,-0.10714782,-0.19034159,0.029522864,0.004574505,-0.083657585,-0.036954463,-0.01979425,-0.086374566,0.07881074,-0.068008125,-0.12806481,-0.04531821,-0.04919858,0.044336934,0.10841156,0.068637,0.09371996,-0.06743126,-0.036386568,-0.029715186,-0.1989392,-0.13994619,0.001575842,-0.037402708,0.0377572,0.092096604,-0.05417715,0.05145364,-0.060922503,-0.047067177,-0.07364925,-0.21264608,0.023988392,0.052588016,-0.011146008,0.049323536,-0.003918509,-0.016023876,0.18658091,0.031030763,0.047593027,-0.02415336,-0.02796744,-0.010559512,0.2000631,0.038806863
Island,0.052470632,0.16296077,-0.10471001,0.10428573,0.20247886,-0.08178875,-0.009507746,-0.2405306,-0.17225157,0.009899563,0.044957493,-0.09123776,-0.047174405,-0.18215698,-0.08260834,0.026937613,0.033403266,0.049842853,0.17808181,-0.112622395,0.046774525,0.023699319,0.07656097,0.06929439,-0.066132054,0.12016541,0.13813478,-0.03764208,-0.27496713,0.21550973,-0.07319892,-0.28273532,-0.25973243,-0.049479187,0.107273765,0.053453345,-0.12953301,-0.028658373,0.041767377,-0.17020279,0.03505815,0.03480632,-0.114545316,-0.02788129,0.13259752,-0.099909514,-0.0073287673,-0.093949534,0.008942736,0.12178779,0.069387496,0.013645045,-0.2780007,0.13361542,0.003805647,-0.22256859,-0.017574698,-0.053495858,-0.14336607,-0.076981515,-0.08870819,0.054538425,-0.034757897,0.0025829168,-0.10572017,-0.023345744,-0.0347542,0.032498613,0.07711145,0.14480332,-0.03171731,0.13358545,0.10360579,-0.06283095,-0.078623794,-0.24070346,-0.06387105,0.05277452,0.16595075,0.15581645,0.035409287,0.0038431298,0.08267287,0.0661639,-0.06643639,0.0010711132,0.035300337,-0.12428638,0.044436473,0.049666926,-0.040232413,0.05082313,0.08429164,-0.013391327,0.0457807,0.026446424,-0.11694376,-0.09434235,0.037647095,-0.058937103,-0.07658433,-0.04398419,-0.035507478,0.16173945,0.14520827,0.065536626,0.07929717,-0.09311394,0.071469925,-0.08242098,0.009045764,0.009298059,-0.15746745,0.0030814367,-0.030245567,0.10937676,0.039759286,-0.11652376,0.061964557,0.10032793,-0.003696823,0.04639737,-0.045716856,0.0027160284,0.111937635,-0.028100267,0.054124624,0.06499639,0.011675603,0.025184086,-0.007842124,-0.20901391,0.09241684,0.03180319,-0.061000276,-0.122562505,0.07420798,-0.038742933,-0.08883767,-0.11865014,-0.20372573,0.04751788,-0.08665,-0.056493048,-0.17025338,0.06315568,-0.24869417,-0.0080987,-0.0005034412,-0.019146733,0.025127387,-0.046117272,0.06708756,0.1268303,0.10656245,-0.13074099,-0.07581326,-0.14015202,-0.054241203,0.0703372,-0.07795747,-0.00073658174,-0.16048145,-0.060764715,0.041620806,-0.004938366,0.093004175,-0.009852361,0.07674086,0.022788653,-0.10568418,0.10383233,0.14159378,0.029413266,0.011607917,-0.060174063,-0.0849586,-0.068273984,-0.15104407,0.044227824,-0.03264192,0.03467303,-0.07016229,-0.027356224,0.05080075,-0.09896032,0.052405164,0.1354848,0.045971006,0.020693125,0.06197813,0.16701096,-0.12813789,0.061380927,0.06636323,-0.06397952,-0.023144644,0.092693254,-0.07187478,0.07884551,-0.076401524,0.074295245,0.02573901,0.101194285,-0.032602586,0.05830103,0.0697221,-0.022647923,-0.07103275,0.00535958,0.15405908,-0.25282025,0.059590846,0.05204572,-0.12368837,-0.14635628,-0.12130954,-0.1569593,-0.09349955,0.0147017315,-0.017349,0.067778416,-0.12073922,0.12763385,0.14473158,0.20716621,-0.1283194,0.016331153,0.08215709,-0.05267083,-0.039204728,0.1142225,-0.048231423,-0.01999762,0.018670026,0.051836293,0.04242102,-0.13922943,-0.20238873,-0.020881357,-0.031686705,-0.29419646,0.067709014,0.18626435,0.256619,-0.08599089,0.298505,-0.14812592,0.10467092,0.01130459,-0.041606937,-0.05434894,0.05740036,-0.056443017,0.17912067,0.045792155
Hexgold Slash,-0.10246418,-0.15286197,0.12538029,0.08523318,-0.04726496,-0.10285872,0.08677892,-0.17269617,-0.13637319,-0.11668832,0.024566144,0.046631772,-0.27827638,-0.0483357,0.114328384,0.030890252,0.11310419,0.010314585,0.1280315,-0.22929642,0.2442003,-0.010724662,-0.083369285,-0.10053117,0.12765351,-0.006446932,-0.17256133,0.06875358,-0.06352655,-0.06348393,-0.11524055,-0.18702519,-0.0032533912,-0.008472413,0.12306534,0.025829876,-0.1868992,0.009411757,0.104757905,-0.053410448,-0.09897234,-0.10320449,0.117177896,0.06777794,0.028435132,-0.03684569,0.027888197,-0.011401512,-0.002220636,0.110047944,-0.06834761,-0.17335646,-0.08060793,0.060343854,-0.099243015,-0.14838585,-0.10753212,0.059742026,-0.114979826,-0.0037809764,0.026008844,-0.04124373,0.166137,-0.020987442,-0.0017577875,0.065610304,-0.0081209885,0.09758383,-0.17990193,0.10005044,-0.06223849,-0.020506443,0.095885575,-0.014830543,0.119852796,-0.2254903,-0.07184131,0.06413756,0.08320896,0.0036424403,-0.12282123,0.020704169,0.09200381,-0.04617806,-0.0031017936,0.13822733,0.19098094,-0.06028203,-0.034301393,0.06907288,0.077844515,-0.021268962,-0.040542185,0.01162838,-0.11064215,0.06930053,-0.20908524,0.09406516,-0.09114657,-0.0034191194,-0.07850035,-0.09464025,-0.20340435,0.08713672,0.41920924,-0.0685177,0.31848124,0.08366698,0.04373902,0.015751647,-0.13538189,-0.004667607,-0.008744264,-0.10291093,-0.024071537,-0.09820461,0.048344508,-0.15918085,-0.013919214,0.0076145446,0.22865143,0.07199849,0.12397551,-0.14865181,0.12437668,0.004020755,0.027316133,0.2055684,-0.10305796,-0.06986922,0.07869784,-0.30834073,0.2166038,0.085588045,0.044032235,-0.007122726,-0.15693182,-0.2317557,0.04590469,-0.036234558,0.09860916,0.07258671,-0.0605717,-0.01640374,-0.116660975,-0.18374687,-0.09080767,-0.035823416,0.116748154,0.04215132,0.16698784,-0.091960244,0.051246352,-0.037445884,-0.00040203947,-0.10935378,-0.0633688,0.060353316,0.14276683,0.12889859,-0.13769735,0.1137215,0.075267754,0.032213666,-0.13216056,0.033038676,0.09683878,-0.18850592,0.18942882,0.019020585,-0.035550058,-0.052806586,0.08524928,0.14976145,0.054069534,0.08720299,0.05136647,0.17096741,-0.14810102,0.11336744,-0.10568991,-0.09308493,-0.21384977,-0.117655344,-0.009701651,-0.05961956,0.12440902,-0.05741388,-0.077278726,-0.0128399525,0.08656093,0.27199596,-0.024149295,0.028788501,-0.0045842407,0.10167843,0.06159125,-0.02644812,-0.024832457,0.037035562,-0.094472215,-0.11089595,-0.009836393,-0.03714377,-0.018164188,0.08742258,0.07064219,-0.0062225503,-0.1970436,0.20020649,0.16639283,0.09726363,-0.063110046,0.11487334,-0.11383084,-0.081858255,-0.16375549,-0.072243735,0.02070433,0.060651127,0.03653708,-0.0754304,-0.09394882,0.16069478,-0.045975696,0.06586113,-0.015349645,0.0075057154,0.001929119,0.009079618,-0.043963727,-0.0015878126,-0.14092758,-0.05467378,-0.16253145,0.07983636,0.04405572,-0.035941787,-0.058381435,0.01626616,-0.020063072,-0.13725495,-0.0880769,-0.045617476,0.22886999,-0.0037749026,0.1474081,-0.13455947,-0.07274284,0.07176299,-0.069647506,-0.1456892,-0.07036424,-0.009399567,0.24991983,0.17811051
Barbed Batterfist,-0.03691353,-0.2749335,0.16903776,0.07860574,-0.076867126,-0.08278352,0.002445932,-0.19678608,-0.18700239,-0.21664207,0.056927387,0.06083945,-0.3271559,-0.056852553,0.10956236,0.014518082,0.18178064,0.08672017,0.17806177,-0.20032322,0.26222122,-0.041895777,-0.12590216,-0.059672024,0.077807695,-0.028252743,-0.25724465,0.047967896,-0.012766621,-0.035290506,-0.14998893,-0.1479474,-0.037556138,-0.038316347,0.15220422,0.11914902,-0.15285742,-0.044214662,0.16073027,-0.0019293727,-0.17136754,-0.024554692,0.13557975,0.14789033,0.009236432,0.0049244747,0.01258338,0.009722058,0.0023585747,0.15007365,0.042781968,-0.13419914,-0.019840943,0.049019445,-0.0553721,-0.047851566,-0.15222834,0.09917508,-0.2209296,-0.016652111,-0.07073976,-0.012867418,0.10021168,0.03283248,-0.11486086,0.07048984,0.015920732,0.13724716,-0.1732368,0.055878,-0.08502921,-0.12072927,0.098022625,-0.078061335,0.13367876,-0.2523171,0.009062093,-0.004240455,0.019188164,0.08140772,-0.18512997,-0.02357846,0.07191994,-0.061951607,0.013063328,0.11863427,0.20474151,-0.16566114,-0.01465592,0.068886235,0.076743595,-0.10442175,0.0076625776,-0.001318825,-0.00237756,0.00508163,-0.21521917,0.074445985,-0.1654988,0.012012239,-0.05561211,-0.10908511,-0.16560508,0.058570266,0.49321932,-0.015418937,0.29952216,0.05914869,0.07860074,-0.062723204,-0.09179693,-0.03301458,0.011893349,-0.12440649,-0.054170355,-0.13364913,-0.0074829813,-0.12022557,0.035146143,0.00013923594,0.32352948,0.0026065933,0.04269503,-0.1425013,0.08585508,-0.014254671,-0.059819408,0.26250172,-0.09007265,-0.2085193,0.16922677,-0.31653535,0.198361,0.11616308,0.024452986,-0.0032175402,-0.18918388,-0.17797475,-0.002397611,-0.046412818,0.15453728,0.0805042,-0.048365593,-0.10271359,-0.109067835,-0.15568535,-0.15547998,-0.02329981,0.11984645,0.10134582,0.1803548,-0.04222339,-0.01125316,-0.03374259,0.020582706,-0.13392715,-0.14419964,0.024282569,0.016493063,0.10989086,-0.051498517,0.12449728,0.0016645878,-0.0055386433,-0.10898685,0.0504003,0.16226856,-0.14589897,0.18518972,-0.0021581915,-0.11827458,-0.045674212,0.07151936,0.106385924,0.08843992,0.118729405,0.045504265,0.23163985,-0.04016847,0.013387088,-0.06502042,-0.0084850285,-0.17329793,-0.16850209,-0.04108139,-0.14287096,0.08599378,-0.05730689,-0.054490943,0.06623039,0.084043756,0.20066692,-0.04568154,0.009567595,0.021114737,0.1431825,0.1292113,-0.081447236,-0.042454273,0.035475623,-0.02310989,-0.071940824,0.013619706,-0.08035641,-0.056347385,0.13697436,-0.005082117,0.010526502,-0.14504115,0.30383503,0.17915466,0.19252451,-0.03914826,0.19805616,-0.01053167,-0.054275434,-0.12873156,-0.08460743,0.012836356,0.13900617,0.049274925,-0.117699236,-0.033625733,0.14120874,-0.07123482,0.068509124,0.03852774,0.07848878,0.08661705,0.015544966,0.014473376,0.021052832,-0.1936121,-0.046933793,-0.084683806,0.041056022,0.0054737413,0.029295903,-0.04729698,-0.057509955,-0.0402094,-0.16736008,-0.07172504,-0.07314385,0.2624614,0.080030404,0.17677255,-0.17836915,0.010060472,0.106264755,-0.06616243,-0.11272027,-0.02956741,0.0559264,0.17898619,0.17222083
Volt Charge,-0.08144591,-0.06273651,0.046920996,0.10442955,0.04230316,-0.120055355,-0.07579617,-0.19212566,-0.051675856,-0.09891756,0.03613179,0.053096116,-0.20695251,0.0036346158,0.12443525,-3.7225935e-05,0.15950124,-0.055594712,0.15041009,-0.24671297,0.20375037,-0.08754699,-0.062469464,-0.046835296,0.13519269,-0.043886963,-0.22303611,-0.009934115,-0.010856987,-0.041989706,-0.115393035,-0.15132798,-0.0418393,-0.0076984083,0.14641856,0.046825092,-0.106944904,0.0483135,0.08823931,0.033391066,-0.057602894,-0.14564554,0.14377765,0.080519184,-0.00010293524,-0.08108505,0.017055308,-0.06497981,-6.104992e-05,0.019217009,-0.015916163,-0.15443192,-0.11681145,0.083339594,-0.07797589,-0.13341315,-0.08875168,0.06665125,-0.10361701,0.045387488,0.036225986,-0.03526538,0.17756853,-0.044881668,-0.05784886,0.13165481,-0.029839791,0.058408283,-0.11079709,0.06734759,-0.05492814,-0.07122127,0.06595402,-0.08574609,0.10120927,-0.18618818,0.0024582332,0.07514421,0.074279934,0.10674321,-0.11881925,-0.045499153,0.11134538,-0.09661675,0.037125263,0.13581973,0.19566478,-0.087947145,-0.06743105,0.027313692,0.050354563,-0.013747041,0.046137314,-0.023884017,-0.108706065,0.07275764,-0.26397458,0.0438508,-0.101113714,-0.007104575,-0.08374118,-0.10823363,-0.09957313,0.10248111,0.4114318,-0.03330133,0.29336673,0.05051719,0.09148682,-0.046231322,-0.062336724,0.012542301,0.027248614,-0.15306632,-0.05637792,-0.06168303,0.040877573,-0.10591348,-0.03568548,-0.011809138,0.26378748,0.070757344,0.07452618,-0.090138175,0.12729761,0.03507199,0.026045669,0.24754728,-0.1038885,-0.11367383,0.06641589,-0.29751483,0.24417001,0.08110904,0.09681792,-0.06391711,-0.16286802,-0.2453067,0.016992427,-0.0020320066,0.13822278,0.04619359,-0.038426828,0.01244006,-0.061919637,-0.17727646,-0.054100044,-0.030489737,0.07878007,0.054359294,0.15001915,-0.09352104,0.052165337,-0.09187174,0.032446,-0.17506377,-0.07429062,0.028909117,0.11629968,0.13027944,-0.11228747,0.0052350606,0.018947674,0.080480576,-0.11081944,0.050712846,0.024261352,-0.17768767,0.17213623,0.0111833885,-0.05617801,-0.037808385,0.093183,0.14490883,0.06472156,0.099850185,0.0553243,0.15907018,-0.13941246,0.16783041,-0.106679745,-0.037486434,-0.22075821,-0.015825853,-0.02695049,-0.016364679,0.095076025,-0.0751547,-0.054036498,0.072198346,0.10520742,0.2598845,-0.10406638,0.008258647,0.02870443,0.09590414,0.03400195,-0.023175878,-0.025956253,-0.006579863,-0.026379596,-0.021552023,0.013646625,0.052287135,0.010930513,0.112407796,0.05145848,0.046242572,-0.13972591,0.15852134,0.13982724,0.08323972,-0.078759596,0.15207797,-0.058489982,-0.03853431,-0.14056274,-0.1539612,0.015939875,0.049660362,0.054956343,-0.09216522,-0.06296376,0.15964122,-0.034246437,0.08182224,0.05931992,0.042481855,0.04742266,-0.016967881,-0.042567573,0.02001545,-0.17521414,0.042492196,-0.13796797,0.046656102,0.016696265,0.010386354,-0.03376592,0.04113823,-0.046293747,-0.21317843,-0.023030644,-0.021008726,0.1731786,-0.038287915,0.17723458,-0.16678809,-0.01232234,0.110762015,-0.04370583,-0.13647622,-0.041573174,-0.06713894,0.2129092,0.14706169
